text,score,magnitude
"b""\xf0\x9f\x9f\xaa\xf0\x9f\x9f\xa9\xf0\x9f\x9f\xaa GIVEAWAY \xf0\x9f\x9f\xaa\xf0\x9f\x9f\xa9\xf0\x9f\x9f\xaa\n\n\xf0\x9f\x93\xa2 I'm giving away $50 in $BTC \xf0\x9f\x92\xb0\n\nTo enter:\n- Follow @Victoriainshape\n- Retweet &amp; Like this tweet\n\nWinner will be picked in 4 days !\n\n$eth #bitcoin $link $dot $xrp $avax $rsr $icx $zil #binance $bnb $coti $rose #airdrop #crypto #ethereum #defi https://t.co/LTcR7bj5Vy""",0.2,1.9
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'#Bitcoin current price  is $32,173.29 USD with a 24-hour trading volume of $49,143,529,734 USD. Bitcoin is down 3.94% in the last 24 hours.'",-0.2,0.5
b'Time : 2021-01-23T21:21:11.6904385Z\n\n#Coding Test now.\n#Someone #dark #Python #C++ #Telegram #facebook #twitter #instagram #code #love #time #today #news #programming #girls #boys #badthings #bad #bitcoin #follow #emarkiting #Gmail',-0.1,0.5
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'#BTC Looking Bullish https://t.co/u9LrlTRxDA',-0.8,0.8
"b'For ""options traders"" who believe in #bitcoin 4-year Cycle, great strategy here is Long Call Diagonal Spread.\n\nBuy Dec 2021 $75k call.\nSell Dec 2022 $200k call.\n\nPremium covers buy, so free long call. No loss risk/cost, except could get exercised &amp; paid $200k a coin in Dec 22. https://t.co/qf9UVulyQv'",0.3,2.0
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'Drinking Game Check List- #drinking #BEER #vodka #VodkaNation #Bitcoin #ETH #XRPnews #Litecoin #cryptocurrencies #PS5 #Xbox #checklist \n\nhttps://t.co/E25PREcSvr',0.2,0.4
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
b'So much hate tweets for $NU. I still hold a bag and will continue to hold it. Patience is the key for any investment. \n\n#Bitcoin #ETH $ALGO $SNX $CVC $NU $LRC $FIL',0.1,2.0
b'@dergigi Todays dollar $1 = 1 sat. Future dollar = 1 #btc\xc2\xa0 = 1 #btc',0.0,0.1
"b"".@DigiByteCoin $DGB is 40X faster than the #Bitcoin network.\n\nDon't let it speed past you this run.\n\n#digibyte\n\nhttps://t.co/Gm76lmbhIS""",0.0,1.3
"b'.@GuyAdami, @dmoses34 &amp; I are back with Episode #2 of @OnTheTapePod ""Planes, Pains &amp; Automobiles""\n\nWe are joined by hedge fund legend Jim Chanos aka @WallStCynic to discuss the speculative fervor in the markets, which is not hard to find-&gt; call option activity, SPACs, IPOs &amp; #BTC https://t.co/CYMeLhhPfH'",0.0,0.2
b'I think #Bitcoin is more than just an investment play for @michael_saylor and $MSTR. Me thinks this transforms into a service/product offering. Smart. \nhttps://t.co/wCjlvpZY0s',0.3,1.8
b'@johnmorganFL How regulate the #Bitcoin? \xf0\x9f\x98\x82 crazy people...',-0.2,0.5
b'.@elonmusk is now the richest person on earth. #Bitcoin is his safe word.',0.4,0.8
"b""Cancel all of your $FARM orders on @AltmarketsEX V1 and move them to V2! They're shutting V1 down in the 1st quarter of 2021!\n\nV1: https://t.co/1eXd2LTddW\nV2: https://t.co/IELAPel28y\n\n@_Seed_2_Need_ @CircuitSociety @CoinSpectre @SurgeOfficialco @HunterCanimun #BTC #Bitcoin #FARM""",-0.2,1.4
b'28k \xe2\x86\x92 34k \xe2\x86\x92 New ATH\n\n#Bitcoin https://t.co/pdl8tIwvAt',0.1,0.2
b'\xf0\x9f\x8e\x81 Earn Free #Bitcoin \n\xe2\x9c\x85 Sign Up Here:\nhttps://t.co/uedgEuK5s5',0.1,0.1
b'Janet Yellen Clarifies Her Stance on #Bitcoin \xe2\x80\x94 Promises \xe2\x80\x98Effective\xe2\x80\x99 #Crypto Regulation\n\n#crypto #cryptocurrencies #cryptonews https://t.co/KCtNPdtfAq',0.5,1.0
"b'Luck turned to me with #betfuryslots! Spin with me on @betfury_io. And may fortune be ever in your favor. My win 170 TRX, my Username: HughGo186 #betfuryslots #bitcoin #staking'",0.1,0.7
"b'want to sell \xe2\x9d\x97\xef\xb8\x8f\n\ndi jual saldo / voucher indodax\n\n\xe2\x80\xa2 rate 1:1\n\xe2\x80\xa2 min 10jt\n\xe2\x80\xa2 bonus 0,5%\n\npayment via bca a/n Herodhes\n\ntag : wts wtb sell buy jual beli saldo voucher indodax murah btc bitcoin dogecoin ethereum usdt #bitcoin #indodax https://t.co/4VmktVnvqu'",0.1,1.1
b'I am partnering with myself to #giveaway $100 #BNB or $DVT to a random person who does the following:\n\n \xf0\x9f\xa4\x8c Like + Retweet\n\xf0\x9f\xa4\xa8Tag 3 friends \n \xe2\x9c\x8aFollow @DeVaultCrypto + @Decentralizd (me)\n \nGood luck! #BinanceSmartChain #BSC $BSC $BNB #Bitcoin $ETH #ETH\n\n\xf0\x9f\x91\x89 *Ends Thursday 1/28 https://t.co/SnIsv6RYDN',0.2,1.8
"b'If you think #Bitcoin is a ponzi, wait till you figure out how Social Security works.'",-0.4,0.4
b'@MrBeastYT You buying #Bitcoin?',0.0,0.0
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
"b""#pancake on the track $2 in 2 weeks let's go #cake #Bitcoin https://t.co/r0rAtXUtuD""",0.4,0.4
b'BitCoinSV @channelBSV live with @justicemate\n\n#bitcoin #btc #eth #fintech https://t.co/UkgWse3UoQ',0.0,0.1
"b'""If #Bitcoin doesn\'t win. Then China might win... but I suspect that if any country could embrace what Bitcoin stands for, it\xe2\x80\x99s actually going to be the US ...But if that happens, it\xe2\x80\x99s kind of checkmate for China\xe2\x80\x99s digital Yuan."" - @JeffBooth on @DeLaBtcMatrix #27 https://t.co/7ZS8U3HztS'",-0.1,0.9
"b""Dominance just approached the most important level \xe2\x80\x94 descending support.\n\nIf this support is broken, we have a great chance to see the season that could be almost as strong as 2020 summer's one.\n\n#Bitcoin https://t.co/yGbM7FkwCE""",0.2,0.8
b'CISA Releases New Guidance for Remote Work Security #tech #COVID19 #live #coronavirus #news #100daysofcode #security #video #ripple #tacoma #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/97VqGPPpuy https://t.co/IUO0b1gwtd',0.0,0.0
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'DR Bitange Ndemo\nPROFESSOR, ICT CHAMPION AND NEWS PAPER COLUMNIST\n\nWill Be Speaking at The #AfricaDigitalFinanceSummit. \n\nAre You Coming?\n\nPlease Register https://t.co/UEA4StJYEl\n\nLimited Places!\n\n@adfs_summit \n#Defi  \n#Bitcoin \n#ADFS2021\n#defi2021 \n#Africa \n#blockchain https://t.co/SVpM7cjZbs'",0.0,0.9
b'Lightning Network doing some great things\n\nAn ecosystem is being built on the Lightning Network that will be very interesting over the coming years\n\n#Bitcoin #BTC #LN #LightningNetwork https://t.co/MSsze4zWsH',0.6,1.9
b'@prestonjbyrne Maybe we should give a heads up to @jack that @Twitter might get a similar letter for #Bitcoin \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',-0.1,0.1
"b'Lot\'s of ""dark money"" in politics, according to Bloomberg.  But where\'s the #Bitcoin?  Where\'s the ""funny business"", @Lagarde?\n\nhttps://t.co/vZt5xUsmy9'",-0.2,1.7
b'The world will bend to #bitcoin.\n\nJust get over yourself and your stupid arguments.\n\nBTW this will happen much faster than most believe.',0.0,1.6
"b""Don't wanna sound like a #Bitcoin maximalist but regardless of price Bitcoin is one of the greatest inventions of our time. No I don't ever seeing it becoming a reserve currency but it will one day be looked at as one of the traditional investment asset classes. https://t.co/W2xxCqCzYd""",0.2,1.3
b'#bitcoin update https://t.co/udgVZR5LWZ',-0.3,0.3
"b'Luck turned to me with #betfuryslots! Spin with me on @betfury_io. And may fortune be ever in your favor. My win 107 TRX, my Username: HughGo186 #betfuryslots #bitcoin #staking'",0.1,0.7
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'""Not owning any #Bitcoin has been a massive mistake, and we expect that will continue to be true."" Bill Miller \n\nYeah, we are going to see a lot more institutional money coming in'",0.0,1.6
"b'Sat Jan 23 22:20:53 2021 (5:08)\nUSD : 32,271.23\nWght: 0.0\nBlk#: 667,362\nSize: 1,399.3\nTxs : 1,056\nPool: 26,467 (74.2 MB)\n#bitcoin'",0.0,0.0
"b'I can smell a drop in #BTC price anytime soon. Do you have any unused btc in your wallet? I can rescue you from the dip, Kindly DM let\xe2\x80\x99s trade.'",0.2,1.0
b'#BTC Derivs Sheet (Tweet every 15 min.)\nCME Delayed (10 min)\nGBTC Delayed (15 min) and OI = SHARES OUT https://t.co/YXaHnY1iQG',-0.1,0.3
"b""#IamSatoshi CS Who? Let's give this charlatan some shade &amp; get this hashtag trending. We all know who the real Satoshi was. Change your name &amp; profile picture. #Bitcoin https://t.co/ziFWy4530X""",0.1,1.3
"b'Check out my Gig, where I will provide Crypto Signals and Portfolio Management, starting from 10$! \n\n5+ signals per week!\n\nhttps://t.co/kEMmhqE9xv\n\n#BTC\xc2\xa0\xef\xbf\xbc\xc2\xa0 #ETH #cryptocurrencies #Dogecoin #ZIL #USDT #BUSD\xc2\xa0\xef\xbf\xbc\xc2\xa0 #LTC #BCH #BNB\xc2\xa0\xef\xbf\xbc\xc2\xa0 \n\n@cctip_io airdrop 4 1UP 50'",0.4,2.2
b'Get free #crypto by joining the $DIXT airdrop on LATOKEN! \n\nComplete simple tasks and invite friends to get a share of 100K @DIXTFinance DIXT tokens! \xf0\x9f\x92\xb0\n\nStart earning: https://t.co/BsUYLwzkyO\n\n#cryptocurrency #Bitcoin #BTC #ETH https://t.co/zAE2w7BUiG',0.3,1.9
b'Huge deposit bonus offered from @SportsbookJazz !!\n\n150% free play deposit BONUS + $25 #FreeBet for Poirier vs McGregor \n\nCODE: PSC150 \n\nUse that &amp; BOOM! \xf0\x9f\x94\x92 in! \n\n#TeamPicksCity #GamblingTwitter #MMA #UFC #sports #basketball #BTC #football #NFL #NBA https://t.co/VmaHOLHuyd',0.3,1.6
"b'\xf0\x9f\x92\xaa#NewBountyOnline\n\xef\xbf\xbc\n\xe2\x9d\xa4\xef\xb8\x8f@BWOfficial2\n\n\xe2\x9c\x85100,000 UCA | 7 days\n\xef\xbf\xbc\n\xf0\x9f\x98\x8aLink: https://t.co/dA8RNJrZLP\n\xef\xbf\xbc\n\xf0\x9f\x9a\x80Period: 21st Jan. - 27th Jan.(UTC+8)\n\n\xf0\x9f\xa5\xb06,000 $UCA for 3 lucky guys\n\xef\xbf\xbc\n\xf0\x9f\xa4\x9fRT &amp; Like &amp; @BWOfficial2\n \n@webounty_io\n\xef\xbf\xbc\nTag 3 friends &amp; Comment your BW UID\xe2\x9c\x85\n\n#airdrop #BTC https://t.co/mpy9Yvdycs'",0.3,1.8
b'The https://t.co/I0ot7XJvkj casino is giving away $50 in #Bitcoin to show appreciation to our community.\n\nFive winners of $10 each will be chosen tomorrow 1/24 @ 9pm EST.\n\nJust drop your wallet address below!\n\n\xf0\x9f\x91\x87 https://t.co/9c1yx9Dw0G',0.2,1.0
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 GIVEAWAY \n 200$ #BNB + 100 $KEBAB \n\nParticipate:\n\xf0\x9f\x91\x89 #RT\n\xf0\x9f\x91\x89 Follow Us\n\xf0\x9f\x91\x89 #Tag 3 friends in a comment\n\n\xf0\x9f\x95\x92 4 winner will be selected on 24 january\n\n#crypto #btc #Eth #BinanceSmartChain #Airdrop #giveaway #bitcoin\n#Binance #Trustwallet #PancakeSwap',0.3,1.2
"b'@ltc_angel 25% each - #btc, $eth, $link, $dot.'",-0.1,0.1
b'.@elonmusk is now the richest person on earth. #Bitcoin is his safe word.',0.4,0.8
b'CISA Releases New Guidance for Remote Work Security #tech #COVID19 #live #coronavirus #news #100daysofcode #security #video #ripple #tacoma #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/97VqGPPpuy https://t.co/IUO0b1gwtd',0.0,0.0
b'Which one will have the best short-term ride (next month) between these 3 ?\n\n#Cardano #Chainlink #Tezos #ADA #LINK #XTZ $ADA $XTZ #LINK #crypto #BTC $btc #altcoins #eth #cryptocurrency #trading',0.0,0.1
"b'#atlanta #atl #georgia  #bitcoin #affiliatemarketing #BlockFi, earn interest at up to 8.6% APY, No hidden fees, no minimum balances. https://t.co/BnqrK2CzW9'",0.5,1.0
b'Time : 2021-01-23T21:21:11.6904385Z\n\n#Coding Test now.\n#Someone #dark #Python #C++ #Telegram #facebook #twitter #instagram #code #love #time #today #news #programming #girls #boys #badthings #bad #bitcoin #follow #emarkiting #Gmail',-0.1,0.5
b'#love #earnmoney #money #affiliate #affiliatemarketing  #bitcoin #btc  #affiliatemarketing #gift #shopping #gifts #onlineshopping #bitcoin free shipping on purchases over $25 at #Amazon https://t.co/N4zGZzAgvt',0.6,0.6
b'@NewLifeAI I know https://t.co/8PpWaXZGtO cares because #Grimes @Grimezsz has an account! She MUST ASCEND the throne of SCIENCE &amp; CREATE HER OWN FEMALE MAGNETICS RESEARCH GROUP funded with Donations from #BTC #ETH &amp; $TLOS (which #newlifeai runs on) @HANAtruly I know u can hear me',-0.1,0.3
b'Time : 2021-01-23T21:21:11.6904385Z\n\n#Coding Test now.\n#Someone #dark #Python #C++ #Telegram #facebook #twitter #instagram #code #love #time #today #news #programming #girls #boys #badthings #bad #bitcoin #follow #emarkiting #Gmail',-0.1,0.5
"b'Luck turned to me with #betfuryslots! Spin with me on @betfury_io. And may fortune be ever in your favor. My win 95.5 TRX, my Username: HughGo186 #betfuryslots #bitcoin #staking'",0.1,0.9
"b'""If #Bitcoin doesn\'t win. Then China might win... but I suspect that if any country could embrace what Bitcoin stands for, it\xe2\x80\x99s actually going to be the US ...But if that happens, it\xe2\x80\x99s kind of checkmate for China\xe2\x80\x99s digital Yuan."" - @JeffBooth on @DeLaBtcMatrix #27 https://t.co/7ZS8U3HztS'",-0.1,0.9
b'@NewLifeAI I know https://t.co/8PpWaXZGtO cares because #Grimes @Grimezsz has an account! She MUST ASCEND the throne of SCIENCE &amp; CREATE HER OWN FEMALE MAGNETICS RESEARCH GROUP funded with Donations from #BTC #ETH &amp; $TLOS (which #newlifeai runs on) @HANAtruly I know u can hear me',-0.1,0.3
b'People on the #BigPumpSignal group \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#btc $btc #bitcoin #bnb #binance $eth https://t.co/cX1BueeFbM',0.0,0.1
b'Get free #crypto by joining the $DIXT airdrop on LATOKEN! \n\nComplete simple tasks and invite friends to get a share of 100K @DIXTFinance DIXT tokens! \xf0\x9f\x92\xb0\n\nStart earning: https://t.co/BsUYLwzkyO\n\n#cryptocurrency #Bitcoin #BTC #ETH https://t.co/zAE2w7BUiG',0.3,1.9
b'Drop your $BTC address below and 1 lucky comment will get some free #Bitcoin \n\n@cctip_io draw 1000 NOV 250',0.3,0.7
b'Drop your $BTC address below and 1 lucky comment will get some free #Bitcoin \n\n@cctip_io draw 1000 NOV 250',0.3,0.7
b'Wives everywhere: stop spending all our money on #bitcoin\nWives 3 years later: I\xe2\x80\x99m so happy I found you!',0.7,0.7
b'CISA Releases New Guidance for Remote Work Security #tech #COVID19 #live #coronavirus #news #100daysofcode #security #video #ripple #tacoma #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/97VqGPPpuy https://t.co/IUO0b1gwtd',0.0,0.0
"b'Top trending #btc news based on the most shares within social posts is ""Here\xe2\x80\x99s How #Bitcoin Could Go to $1 Million, According to Morgan Creek Digital\xe2\x80\x99s @APompliano"" via @TheDailyHodl https://t.co/rkvz6KOB2J $btc'",0.3,0.3
b'Lol one of the lowest moments of my life and I bounced back after talking to an anonymous angry old dude off twitter about the future\n\nAnything is possible #bitcoin.',0.1,0.7
"b""#Bitcoin holds the crucial support around $30,000, but has to claim $34,000-34,500 to become bullish. \n\nTrend is slightly down on the lower timeframes, through which it grants opportunities all across the markets. \n\nDon't be freaked out by any correction, they are opportunities.""",-0.2,0.7
"b""#Bitcoin Price Finished Correction Or Is $25K Next?\n\nCheck the market update here:\nhttps://t.co/2kql2VfceM\n\nAnalyzed $BTC, $ETH and $LINK.\n\nDon't forget to subscribe!""",0.2,1.1
b'Good morning except for the people thinking #Bitcoin is in a bear market.',-0.1,0.1
b'CISA Releases New Guidance for Remote Work Security #tech #COVID19 #live #coronavirus #news #100daysofcode #security #video #ripple #tacoma #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/97VqGPPpuy https://t.co/IUO0b1gwtd',0.0,0.0
"b'I #giveaway just for fun and to fight #CoronaBlues 250$ in $GCX to one of you!\n\xf0\x9f\x95\x8a\xef\xb8\x8f\nJust do this:\n- Followme, follow @GermanCoin_GCX \n- Retweet and like\n- Tag friends\n \xe2\x8f\xb2\xef\xb8\x8fEnds in 24 hours\xe2\x8f\xb2\xef\xb8\x8f\n\xe2\x99\xa5\xef\xb8\x8f\n#StaySafe!\n\n#Crypto #Blockchain\n#BTC #weekend #Space \n#UNIVERSE #GCX #Mars #moon'",0.4,1.4
"b'Want to learn more about #Bitcoin? Hear from our very own rocket scientist from MIT and CEO, @michael_saylor and more Bitcoin experts at #WorldNow on February 3&amp;4. Check out our Bitcoins for Corporations track and register today: https://t.co/fgKtL7s9PY https://t.co/vPwAhJZAdH'",0.1,0.4
b'#tenset giveaway !!! Win 1 from the 5 #Ledger nano s! \nSimply follow our Twitter and retweet that Tweet !!!\nGooooood luck ;) \n\nResults - SUNDAY :) \n\n#Bitcoin \nisit https://t.co/Cxc6kSu72a and join to our Whitelist :) https://t.co/5LUxAT1UFv',0.6,4.8
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'Luck turned to me with #betfuryslots! Spin with me on @betfury_io. And may fortune be ever in your favor. My win 60 TRX, my Username: HughGo186 #betfuryslots #bitcoin #staking'",0.1,0.8
b'IT IS CHINESE NEW YEAR 2021! AND BELIEVE IT OR NOT: IT IS THE YEAR OF THE OX (BULL)!!!!! \xf0\x9f\x9a\x80 #BITCOIN',0.1,0.6
"b""HODLing, especially through adversity, requires extreme conviction. If you don't have it, go get it.\n\n- Read history\n- Read about Austrian economics\n- Read cypherpunk classics at the Satoshi Nakamoto Institute\n\nDeepen your understanding of the world and why #Bitcoin is important""",0.2,1.5
b'4Q REPORT: In 2020 we saw institutions adding #Bitcoin to treasuries. In 2021 we may see nation-states follow suit. Read our full 2021 outlook here. $BTC https://t.co/T4sMVQhcDe https://t.co/LkHZYLQY7g',0.0,0.4
b'Who needs cheese when you have #Bitcoin. Rats are stacking sats at Berkshire Rat-away. Thanks be to our dear founder Ratoshi Nakamoto \xf0\x9f\xa7\x80\xf0\x9f\x90\x80\xf0\x9f\x8e\x89 https://t.co/QVzZLv1z1z',0.3,0.9
b'Huge deposit bonus offered from @SportsbookJazz !!\n\n150% free play deposit BONUS + $25 #FreeBet for Poirier vs McGregor \n\nCODE: PSC150 \n\nUse that &amp; BOOM! \xf0\x9f\x94\x92 in! \n\n#TeamPicksCity #GamblingTwitter #MMA #UFC #sports #basketball #BTC #football #NFL #NBA https://t.co/VmaHOLHuyd',0.3,1.6
b'It\xe2\x80\x99s going to be one of those nights where the  #Bitcoin price will be a surprise in the morning.',0.3,0.3
"b'That buy volume on #bitcoin \xf0\x9f\x98\x8d. That happens when a large trading group buys 3,000 $btc at once. This Discord server with 170.000 members is the cause: https://t.co/Ye1rFm8A1D https://t.co/yxH7kjNgB3'",-0.2,0.6
b'\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 GIVEAWAY \n 200$ #BNB + 100 $KEBAB \n\nParticipate:\n\xf0\x9f\x91\x89 #RT\n\xf0\x9f\x91\x89 Follow Us\n\xf0\x9f\x91\x89 #Tag 3 friends in a comment\n\n\xf0\x9f\x95\x92 4 winner will be selected on 24 january\n\n#crypto #btc #Eth #BinanceSmartChain #Airdrop #giveaway #bitcoin\n#Binance #Trustwallet #PancakeSwap',0.3,1.2
"b'@souljaboy Answer is @wanswap\n\n\xe2\x9a\xa1\xef\xb8\x8f Unlike the CEX, you have \xf0\x9f\x92\xaf control on your money and not necessary to make KYC\n\n\xe2\x9a\xa1\xef\xb8\x8f Unlike the other DEX, @wanswap is the fastest, cheapest and cross-chain (#BTC #ETH #WAN #EOS) AMM DEX\n\nTry yourself and understand what i mean https://t.co/4VqlKtxq5i https://t.co/iQY60Oo7Yk'",0.0,1.6
b'$BTC Going up signal on a 15 minute chart! Price: \\3461681.0 (2021/01/24 06:18) #Bitcoin #FX #BTC #crypto',0.1,0.2
b'#tenset giveaway !!! Win 1 from the 5 #Ledger nano s! \nSimply follow our Twitter and retweet that Tweet !!!\nGooooood luck ;) \n\nResults - SUNDAY :) \n\n#Bitcoin \nisit https://t.co/Cxc6kSu72a and join to our Whitelist :) https://t.co/5LUxAT1UFv',0.6,4.8
"b'Expecting one of these on #Bitcoin \n\na) Consolidation around here, then up.\n\nb) Re-test 30/high 28s. Trap shorts, get liquidity for\xf0\x9f\x8c\x99.\n\nSpot bid-side packed. Grayscale adding (a lot). Nothing fundamentally changed, euphoria just got punished.\n\nWhat do you think/expect? https://t.co/Q4OyfGmBob'",0.0,2.1
"b""#Bitcoin acts very naturally and organic. Corrections can last for a few weeks, after which the price continues to grind upwards. \n\nThat's the nature of a bull market.\n\nIf a correction between 35-40% towards the 21-Week MA takes place, use that opportunity. https://t.co/ydWAaqmqzA""",0.0,2.2
b'Monitoring Mobile Devices in a Virtual Environment #tech #COVID #live #coronavirus #news #video #ripple #tacoma #100daysofcode #twitch #youtube #btc #bitcoin #xrp #business #cdwsocial https://t.co/JskqQneerT https://t.co/lQhyVXVKKp',0.0,0.0
b'@KimDotcom A family pizza please!\xf0\x9f\x91\x80\n#crypto #Bitcoin',0.7,0.7
b'-\nLast day to join our 50$ #Giveaway\xe2\x8f\xb0\n\nTake part here \xf0\x9f\x91\x89 https://t.co/R8aO9xLwtZ\n\n#Ad #cryptocurrency #Giveaway #Airdrop #Bitcoin\n #BTC #Crypto #money #ethereum #ETH @cctip_io draw 0.00001 ETH 85 @coinkit_ mon 5 10 BTC',0.0,0.4
b'Huge deposit bonus offered from @SportsbookJazz !!\n\n150% free play deposit BONUS + $25 #FreeBet for Poirier vs McGregor \n\nCODE: PSC150 \n\nUse that &amp; BOOM! \xf0\x9f\x94\x92 in! \n\n#TeamPicksCity #GamblingTwitter #MMA #UFC #sports #basketball #BTC #football #NFL #NBA https://t.co/VmaHOLHuyd',0.3,1.6
b'LAST CALL \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\n$199 for the rest of 2021 VIP if you pay in BITCOIN !!! \n\n#BITCOIN https://t.co/0pDh8iqeU9',0.0,0.6
b'Did you know;\n\nThat @FirdaosOfficial partners @emaardubai (#RealEstate) properties donated $27 million to Social Solidarity Fund to fight #COVID19 \xf0\x9f\x92\xaa\n https://t.co/tFhCjN97hn\n\n#fdo $fdo #zpae #defi #cryptocurrencies #Crypto #btc #eth #propertyforsale #propertyinvestment https://t.co/9c1PLgN8sQ',0.0,0.2
"b'This is amazing, #Bitcoin https://t.co/gvOic2pbYG'",0.9,0.9
b'Once $GTH breaks through 10cents it\xe2\x80\x99s going to run like a bloody Emu! If you don\xe2\x80\x99t know that\xe2\x80\x99s f#cking fast \xf0\x9f\x92\xa8\xf0\x9f\x9a\x80\n\n#cryptocurrencies #Bitcoin #Altcoins https://t.co/0VbcWFeSbv',-0.4,1.4
b'BitCoinSV @channelBSV live with @justicemate\n\n#bitcoin #btc #eth #fintech https://t.co/UkgWse3UoQ',0.0,0.1
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'@ConnerBrrrrrrr #NANO is what #Bitcoin was supposed to be - Instant, feeless, scalable, green, 0 inflation'",-0.3,0.3
b'#BTC dominance: 63.8% (-0.6%)\n\n#ETH dominance: 15.2% (+0.4%)\n\n#ALTS dominance: 21% (+0.2%)\n\n\xe2\x9c\x85Updates in 24h\n#SCN1 #SmartLiquidity https://t.co/taYIqUykjK',0.1,0.6
"b""@GaTaGED Now you gotta get your crypto in check by stacking Satoshi's &amp; HODL'n them #Bitcoin""",-0.2,0.2
b'\xe2\x9a\xa1Top #Bitcoin and cryptocurrency exchange @OKCoin has been integrated with @lightning \n\n\xe2\x9a\xa1Users will enjoy 99% lower fees and instant transactions with the help of layer 2 protocol Lightning Network\n\n\xe2\xac\x87\xef\xb8\x8f INFO\nhttps://t.co/2XyCcg7Kcr\n#SCN1 #SmartLiquidity',0.3,1.0
b'#Dash is a fork of #Litecoin $LTC created in 2014 on the very founding software used to create #Bitcoin. It has an improved security construct that goes on to ensure higher transaction speed. $DASH is built on a model that enables it to govern and fund itself automatically. Cool! https://t.co/wkOBPAtXp8',0.4,2.4
b'The current #BTC price is $32211 USD \n\n#BTCPriceUpdates',0.1,0.4
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'\xf0\x9f\x8e\x89 #Gate #Giveaway\xf0\x9f\x8e\x89\n\n\xf0\x9f\x8e\x81 $300 MARS Giveaway \xf0\x9f\x98\x8d\n\n\xf0\x9f\x92\xb8 Join #airdrop \xf0\x9f\x91\x89 https://t.co/XODWvmer9w\n\n\xf0\x9f\x8c\x9f New Member \xf0\x9f\x91\x89 https://t.co/Oyvxg3gAFY\n\xf0\x9f\x90\xb0 Bonus! KYC get $90 Points + $5500 USDTest\n\n@cctip_io draw 0.00002 ETH 200 #joinnow\n#CTBot Adrop Ram 100 BTT 200 #joinnow\n@coinkit_ com 5 5 #btc https://t.co/rV8QeFuDH5',0.4,2.5
