text,score,magnitude
b'Gas used in currently pending transactions:\n\n\xf0\x9f\x9a\x80 15 seconds &gt;&gt;&gt;&gt; 69 Gwei\n\xf0\x9f\x9a\x97 1 minute  &gt;&gt;&gt;&gt;&gt; 62 Gwei\n\xf0\x9f\x90\x8c 3 minutes &gt;&gt;&gt;&gt;&gt; 51 Gwei\n\xf0\x9f\xa6\xa5 &gt;10 minutes &gt;&gt;&gt; 45 Gwei\n\n#Ethereum #ETH #GasPrice',0.0,0.5
"b""\xf0\x9f\x9a\x80 Safest place to invest in cryptocurrencies.\n\xf0\x9f\x92\x81\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f Buy Bitcoin, that's what big companies are doing.\n\n#BTC #bitcoin #ETH #ethereum #cryptos #cryptocurrencies #cryptocurrency #altcoins\n\nhttps://t.co/yzlDbcEkFR https://t.co/x2piZLej7u""",0.2,1.1
b'An important lesson if you want to succeed in the space.\n\n#Bitcoin #Ethereum #Cryptocurrency #Altcoins https://t.co/PMND1QHbWR',0.3,0.7
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'The beta of $PRN new website up and running.\n\n#cryptocurrency #StableCoin #XLM #XMR #BTC #USDC #ETH #Ethereum #dextools \n\nhttps://t.co/sPnmKS3Qft',0.2,0.7
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'Have you two had the chance to meet? Highly recommend an idea scrum. Virtual coffee on me \n@elonmusk @diiorioanthony $TSLA #Ethereum #Bitcoin  \n@jaxx_io',0.3,0.9
"b'#ETH #Ethereum #ETHUSD 4H and D,  It is not an investment advice https://t.co/7VOUIxRyXU'",-0.5,0.5
b'Gas used in currently pending transactions:\n\n\xf0\x9f\x9a\x80 15 seconds &gt;&gt;&gt;&gt; 69 Gwei\n\xf0\x9f\x9a\x97 1 minute  &gt;&gt;&gt;&gt;&gt; 62 Gwei\n\xf0\x9f\x90\x8c 3 minutes &gt;&gt;&gt;&gt;&gt; 51 Gwei\n\xf0\x9f\xa6\xa5 &gt;10 minutes &gt;&gt;&gt; 45 Gwei\n\n#Ethereum #ETH #GasPrice',0.0,0.5
"b""Thoughts on $ETH #ETH! See pjgonzales's idea on TradingView: https://t.co/Z6o3Ix47iA""",0.0,0.1
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
"b'Not a day goes by that I don\'t curse the guy who wrote ""russian scam"" about #Ethereum on Bitcointalk forum. I decided not to buy. \n\nIt was trading at $1...'",-0.4,1.4
"b""Are you mining $BEE ??\n\nIf your answer is NO.\n\nKindly download the app and register at: https://t.co/tQbbPr0bD5\n\nUse my ref code\xf0\x9f\x91\x89:  kinkade\n\nDon't miss out, exchange listing coming up soon..\n\n#Bitcoin #ETH #BNB $CSO #DOT #RSR $CNS \n\n@cctip_io airdrop 5508 CSO 190 https://t.co/xRhrr9KE8L""",0.0,1.9
"b'#Airdrop to 1,000 users,\n\n0.0009 Raised\n\n\xf0\x9f\x94\x86Buy Now (PRE-ICO), Send Ethereum to:\n0x6fdcaeF667AbF180Af2bB22304519028E694eC5a\n\n\xe2\x9a\xaa\xef\xb8\x8f0.002 ETH = 5,000,000 $FC\n\xe2\x9a\xaa\xef\xb8\x8f0.004 ETH = 20,000,000 $FC\n\xe2\x9a\xaa\xef\xb8\x8f0.01 ETH = 100,000,000 $FC\n\n\xe2\x9c\x85Follow\n\xe2\x9c\x85Retweet\n\xe2\x9c\x85Comment ETH address (Airdrops)\n\n#ICO #ETH https://t.co/oLjVTqp3na'",0.0,0.5
"b""Looks like a Double Top on $ETH 1M chart... You're welcome. \xf0\x9f\x98\xb1 #ETH #Ethereum @ethereum #DeFi https://t.co/mrmRpGtWMC""",0.5,1.7
"b""Here's the next Marketwatch release https://t.co/9BSvP64ykl\n\n@MarketWatch \n\n#DeFi #Ethereum #Uniswap""",0.1,0.5
b'Flimmer Coin Giveaway 2.0\n\n1FC : $4.04\n\n1000 users to get $20 worth of Flimmer coins. All you need do is; \n\xf0\x9f\x91\x87\n1\xe2\x83\xa3Follow @FlimmerCoin \n2\xe2\x83\xa3Retweet pinned tweet\n3\xe2\x83\xa3Retweet this\n4\xe2\x83\xa3Comment Ethereum address\n \n#ico #crypto #giveaways #bounty #eth https://t.co/63BZvbpzb0',0.2,1.1
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
"b'BUILD HYPE .HYPE BUILD, BUILD THE HYPE IN A PIPE, AND BUILD THAT HYPE PIPE, THEN TAKE THAT AND BUILD IT RIGHT BACK INTO THE HYPE PIPELINE @Psymbol3 1/1 #3d #gif #drop 24hr #auction starting at 0.005 #ETH coming tonight via @opensea 12:30 UTC (3hrs) #cryptoart #Bitcoin #Ethereum'",-0.3,0.3
b'@dypfinance Just announce their New $DYP Staking Pools and also their $ETH Mining Pool as well. \xf0\x9f\xa5\xb0\xf0\x9f\x98\xb1\n\n@ethereum #DeFi #ETH #DYP https://t.co/7H3Byimnun',0.2,0.7
"b'True Story:\n\nWhen #ETH was 30\xc2\xa2 the conceited 99% listening to \'influencers\' all cried: ""SCAM!""\n\nThe 1% who do their own research loaded up: 100,000\'s of ETH in single wallets.\n\nChainalysis reveals many of those 1% wallets are loading up on #HEX today...\n\n-credit @CCFXstudios'",-0.2,1.4
"b'We are starting the 2nd month with @dypfinance and so far their Liquidity Providers have earned 1,544.50 $ETH\n\nFantastic news! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f #ETH #DeFi #DYP #Ethereum https://t.co/uezjpHMuHn'",0.5,1.5
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'I am partnering with myself to #giveaway $100 #BNB or $DVT to a random person who does the following:\n\n \xf0\x9f\xa4\x8c Like + Retweet\n\xf0\x9f\xa4\xa8Tag 3 friends \n \xe2\x9c\x8aFollow @DeVaultCrypto + @Decentralizd (me)\n \nGood luck! #BinanceSmartChain #BSC $BSC $BNB #Bitcoin $ETH #ETH\n\n\xf0\x9f\x91\x89 *Ends Thursday 1/28 https://t.co/SnIsv6RYDN',0.2,1.8
"b'Not a day goes by that I don\'t curse the guy who wrote ""russian scam"" about #Ethereum on Bitcointalk forum. I decided not to buy. \n\nIt was trading at $1...'",-0.4,1.4
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b""#AVABTC hit the fifth flag, 543 sats.\xf0\x9f\x9a\x80\n\n47 % profit in the pocket of #CryptoParos' followers.\xf0\x9f\x98\x83\n\n#ava #avabtc #avausdt #avabtc #Bitcoin #BTC #btcusd $eth #crypto $btc #Ethereum #ETH #dominance #markets #altcoins #Binance https://t.co/gZu42EtQ8v https://t.co/owARDVVP0G""",0.1,0.4
b'\xf0\x9f\x93\xb8Some exciting news!!! \xf0\x9f\x93\xb8 \n\nMy Photography is now available as #NFT artwork \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\n\nPLEASE CHECK IT OUT \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\n\nAutisTech Lens \n\n https://t.co/2L5jo3dYpt #rarible #ethereum #nonfungible #digitalasset #nft via @rariblecom https://t.co/O9WA7Y6UaM',0.3,2.2
"b'Among the participating projects, I see this as one of the most potential projects developing across all sectors\n$ BASE #DeFi #Uniswap #Chainlink #Ethereum #Crypto #Rebase #YieldFarming $ SUSHI $ DDIM $ AMPL'",0.4,0.4
b'time to start the https://t.co/6ipcPK79jA Z10 Genesis #NFT horse giveaway\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f @zed_run \n\nhow to enter the drawing\xe2\x81\x89\xef\xb8\x8f\xe2\x9d\x94\n\xf0\x9f\x8c\x80follow\n\xf0\x9f\x8c\x80retweet\n\ndrawing will be 1/20 @ midnight CST\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8fEXTRA entry for replying with your stable name and link\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\n#free #gaming #ethereum #horseracing https://t.co/cl67yR2Fqj',0.0,0.4
b'Update on BTC.D\n\nWe going to the moon baby \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\n\n#ALTSEASON #ETH #DOT #UNI #XLM #ADA #Altseason2021 #altcoin\n$ETH $DOT $UNI $XLM $ADA https://t.co/Yvzw6RVrAu https://t.co/N1BIKsRxNa',0.0,0.5
"b'We are doing a $50 weekly giveaway to 1 follower each week that retweets this and replies ""#CryptoNews"". \nGood luck! #Bitcoin #Ethereum \xf0\x9f\x9a\x80\nhttps://t.co/vrg0ixC69d'",0.3,1.5
"b""\xe2\x9a\xa1 Don't miss out! \xe2\x9a\xa1\n\n15,000 $PNT worth in reward is distributed to liquidity providers on a weekly basis. \n\nParticipate in the #ETH/$PNT liquidity pool via the #Eidoo app! \n\nStart earning today: https://t.co/epOfL2hims  \n\n\xf0\x9f\x92\xb0 #DeFi #Crypto #CryptoFarming \xf0\x9f\x9a\x9c https://t.co/sBUWvLbHRE""",0.3,2.1
b'Who\xe2\x80\x99s ready for #Chainlink to pull a 2017 #Ethereum?\xf0\x9f\x92\xb0\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80',0.0,0.0
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b""@sassal0x @DeFi_Dad I think it's like people think #ETH is the stock ticker of Ethereum. Like Tesla is $TSLA""",-0.1,0.2
b'$QTUM will penetrate today 4$ \xf0\x9f\x92\xa5\n\n$QTUM $BTC $ETH $LTC $BCH $ZEC $ADA $DOT $LINK $NEO $XLM $BNB\n#Bitcoin #ETH #QTUM  #LINK https://t.co/XA1OR49R0y',0.1,0.3
b'\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 GIVEAWAY \n 200$ #BNB + 100 $KEBAB \n\nParticipate:\n\xf0\x9f\x91\x89 #RT\n\xf0\x9f\x91\x89 Follow Us\n\xf0\x9f\x91\x89 #Tag 3 friends in a comment\n\n\xf0\x9f\x95\x92 4 winner will be selected on 24 january\n\n#crypto #btc #Eth #BinanceSmartChain #Airdrop #giveaway #bitcoin\n#Binance #Trustwallet #PancakeSwap',0.3,1.2
"b""Thoughts on $ETH #ETH! See DU09's idea on TradingView: https://t.co/NIeqvICifd""",0.0,0.1
b'$eth at 140 billion market cap is nothing #eth #bankfraud',-0.3,0.3
b'\xf0\x9f\x8e\x99 New Featured Project \n\n\xf0\x9f\x94\xb7 Prasaga (DGT)\n\n\xf0\x9f\x94\xb6 Prasaga is a new native chain (DataGrid Blockchain) and currency (DataGrid Token) platform.\n\n\xf0\x9f\x94\xb6Details: https://t.co/ohhScG3gpc\n\n#cryptocurrency #DGT #Prasaga #ICOAnnouncement #Crypto #Ethereum #blockchain',0.1,0.7
b'@DefiNft #cryptoart #nftart #nft #ethereum peeps check this ASAP',0.1,0.1
"b'GIVE AWAY FOR 2021, I have remaining $1,000.00 Plus USDT-ERC20 to my old ETH wallet. 3 winners will receive $333 usdt.\n\nTO ENTER:\n\xe2\x9c\x85 follow me\n\xe2\x9c\x85 Retweet &amp; like\n\xe2\x9c\x85 Tag 3 friends\n\nWinners after 72Hours\n\n#Bitcoin\n#Ethereum\n#Cryptocurrency\n#Giveaway\n#airdrop\n\n@coinkit_ com 5 40 dvt'",0.0,1.2
b'$ BASE #DeFi #Uniswap #Chainlink #Ethereum #Crypto #Rebase #YieldFarming $ SUSHI $ DDIM $ AMPL https://t.co/r7zuUAgpuz',0.1,0.1
b'@DefiNft #cryptoart #nftart #nft #ethereum peeps check this ASAP',0.1,0.1
"b'We are doing a $50 weekly giveaway to 1 follower each week that retweets this and replies ""#CryptoNews"". \nGood luck! #Bitcoin #Ethereum \xf0\x9f\x9a\x80\nhttps://t.co/vrg0ixC69d'",0.3,1.5
"b""@iMagorHQ I don't know anything about $XVS ,, maybe same with #BTC or #ETH .. @Rafa_1202  aduh pusing mau nulis apa lagi ..""",0.0,0.6
b'#CRYPTOCURRENCIES are mooning! With https://t.co/BoXdbs5Zf5 you can FIND where CRYPTOCURRENCIES are moving before others!\n\n#BTC #ETH $QTUM $MANA $LINK $RUNE $BAND $AAVE $OMG $GRT $ENJ $ALGO $AR $CRV $SUSHI $UNI $HT $DOT $OCEAN $XTZ https://t.co/N5fDPsTTHx',0.5,1.6
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'\xf0\x9f\x9a\x80 YCBF RALLY SALE IS LIVE \xf0\x9f\x9a\x80\n\nTIME - Dec 20,2020 - Jan 9,2020\nTOTAL SALE - 10 500 YCBF\nRATE PRICE - $2\nDETAIL : https://t.co/qOwONq8N7Y\n\n#YearnCoinBarterFinance #YCBF #ETH #DeFi https://t.co/8dwUDvnMCb'",0.1,0.5
"b'Spectre DeFi Airdrops is Live,\nWe are Giving 1,000 People Free $SDF Tokens Each\nTo Participate\n\xf0\x9f\x94\xb4Retweet this Tweet\n\xf0\x9f\x94\xb4Retweet Pinned Tweet\n\xf0\x9f\x94\xb4Follow us\n\xf0\x9f\x94\xb4Comment Wallet Address\n\n#ico #airdrops #eth #freetokens #freecoins https://t.co/yKCjZdR7V9'",0.2,0.5
b'#btc dump soon buy in dip too much high #eth #dot 9$ soon #SNX #doges @cz_binance @binance @coinbase',-0.6,0.6
"b'Not a day goes by that I don\'t curse the guy who wrote ""russian scam"" about #Ethereum on Bitcointalk forum. I decided not to buy. \n\nIt was trading at $1...'",-0.4,1.4
b'#Earn $43 of #FREE $BAND via #Coinbase !!\nhttps://t.co/H9QN7cXEsy\n\nEnjoy the free #crypto!\nOnly 4 more lucky winners!\n\n#WIN #ico #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #money #cryptonews #bitcoin #btc #cryptocurrencynews #Binance #altcoin #trading #news',0.4,2.3
b'\xf0\x9f\x92\xb0$50 OF #ETH to 1 LUCKY WINNER!\n\nHOW?\n\n\xe2\x9c\x94\xef\xb8\x8fLike &amp; Retweet this post\n\xe2\x9c\x94\xef\xb8\x8fFollow me\n\xe2\x9c\x94\xef\xb8\x8fFollow @TheDeChained \n\xe2\x9c\x94\xef\xb8\x8fComment proof\n\n#cryptocurrency #Airdrop #Airdrops #Giveaway #BTC',0.0,0.4
b'#Earn $59 of #FREE $COMP via #Coinbase !!\nhttps://t.co/QJYoCSQwzT\n\nEnjoy the free #crypto!\nOnly 3 more lucky winners!\n\n#WIN #ico #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #money #cryptonews #bitcoin #btc #cryptocurrencynews #Binance #altcoin #trading #news',0.3,1.8
"b'In few months, only few coins will survive.\n\n90% of total Market Cap will be shared between only $BTC and $ETH\n\nShitcoins will be REKT because of #Bitcoin and #Ethereum price skyrocketing.\n\nStop looking at your portfolio vs USD, it will become worthless.\n\n#BTC = Gold\n#ETH = OIL'",-0.3,2.0
b'Requesting faucet funds into 0xf337AF518D320B6f5A2f01bf61E84BD29B444cbA on the #Rinkeby #Ethereum test network.',-0.1,0.1
"b""DOWNLOAD #PiNetwork !!\n\n- New #Bitcoin 2.0 !\n- Over 10 million members worldwide !\n- Currently in phase 2/3 !\n- DECEMBER 2021 MAINNET !\n\nhttps://t.co/O29DuQmzOi \n'AceLolzz' invitation code\n\n#crypto #WIN #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #cryptonews #BTC #altcoin""",0.3,2.2
b'DOWNLOAD #BeeNetwork !!\n\n- New #Bitcoin 2.0 !\n- 2MIL+ members !\n- Halving at next milestone --&gt; 10M members !\n\nCLAIM 1 FREE TOKEN !\nUse my code: AceLolzz\nhttps://t.co/rXf89QjEVD\n\n#WIN #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #money #cryptonews #btc #altcoin',0.3,2.0
b'INSTALL #CRYPTOTAB !!\n\n- MAKE #PASSIVEINCOME !\n- Claim daily #CRYPTO !\n- #BITCOIN miner built-in !\n\nhttps://t.co/fMBvnkUmhd\n\n#WIN #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #money #cryptonews #bitcoin #btc #cryptocurrencynews #Binance #altcoin #trading #news',0.2,2.0
b'SIGN UP FOR #PIPEFLARE !!\n\n- Claim DAILY #FREE #ZEC &amp; #DOGE !\n- Do tasks and play games to #Earn more !\n\nhttps://t.co/z7OEmTWWz3\n\n#crypto #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #bitcoin #cryptocurrencynews #altcoin #cryptonews #passiveincome #NEWS',0.4,2.2
"b'Not a day goes by that I don\'t curse the guy who wrote ""russian scam"" about #Ethereum on Bitcointalk forum. I decided not to buy. \n\nIt was trading at $1...'",-0.4,1.4
b'Have you two had the chance to meet? Highly recommend an idea scrum. Virtual coffee on me \n@elonmusk @diiorioanthony $TSLA #Ethereum #Bitcoin  \n@jaxx_io',0.3,0.9
b'INSTALL #PRESEARCH BROWSER EXTENSION !!\n\n#earn easy #money while browsing !!\n\nhttps://t.co/FfvGa1UqdX\n\n#crypto #WIN #ico #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #cryptonews #bitcoin #BTC #cryptocurrencynews #Binance #altcoin #trading #news #passiveincome',0.5,2.0
"b""\xf0\x9f\x93\x88 NEW CRYPTO TRADING SERIES VIDEO \xf0\x9f\x93\x88\n\nSee what Altcoins I'm buying right now\n\n\xe2\x96\xb6\xef\xb8\x8f Watch it here: https://t.co/6Z3iYsZEjg\n\nWe are so close to 100k subscribers! Thank you all for the continued support \xf0\x9f\x99\x8f\n\n#Bitcoin #Ethereum #Binance #Litecoin $LTC $BTC $ETH $ADA https://t.co/yz948KbBx7""",0.3,2.4
b'An important lesson if you want to succeed in the space.\n\n#Bitcoin #Ethereum #Cryptocurrency #Altcoins https://t.co/PMND1QHbWR',0.3,0.7
b'SIGN UP FOR #PUBLISH0X !!\n\n- #EARN DAILY #BAT &amp; #ETH !\n- Do tasks to earn more #CRYPTO !\n\nhttps://t.co/xFiz2HhxFN\n\n#WIN #ico #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #ETH #cryptonews #bitcoin #BTC #cryptocurrencynews #Binance #altcoin #trading #news',0.3,1.5
"b'#Ethereum to $25,000 this year!'",0.2,0.2
b'\xf0\x9f\x9a\x80 Follow for more crypto memes \xf0\x9f\x9a\x80\n$btc $eth $ada $ltc $doge $nano $link $xrp $usdt $rsr $bnb $lrc $lto $wnxm $aave $xlm $xem $snx $dia $tomo $sxp $coti $srm $matic $omg $trb $crv $iost\n$reff $cos $bqx $blz $doge #btc #eth #ltc #dot #xrp #bnb #meme #memes #cryptomemes #bitcoin https://t.co/jUr8BDeY6a',0.3,0.3
"b'\xf0\x9f\x98\x8e Bonanza to only 5 people\n \n\xf0\x9f\x94\xb40.01 ETH = 5,000,000 $QFi\n100% Bonus\n\n\xf0\x9f\x92\xa5Buy Now (PRE-ICO), Send Ethereum to: 0x298440820658c7a192dFBDC1Cb42c871E59bf733\n\nOffer Ends in 24 hours \n\n\xe2\x9c\x85Follow\n\xe2\x9c\x85Retweet \n\xe2\x9c\x85Comment ETH address for Airdrops\n\n#Airdrops #ETH #ICO https://t.co/hnM6lnCHxj'",0.1,1.2
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'JOIN #BINANCE FOR FREE !!\n\n- Receive 20% #Commission !\n- Biggest #EXCHANGE in the world !\n\nhttps://t.co/ng5tszWKeg\n\n#WIN #ico #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #money #cryptonews #bitcoin #btc #cryptocurrencynews #altcoin #trading #news',0.4,2.1
"b""\xe2\x9a\xa1 Don't miss out! \xe2\x9a\xa1\n\n15,000 $PNT worth in reward is distributed to liquidity providers on a weekly basis. \n\nParticipate in the #ETH/$PNT liquidity pool via the #Eidoo app! \n\nStart earning today: https://t.co/epOfL2hims  \n\n\xf0\x9f\x92\xb0 #DeFi #Crypto #CryptoFarming \xf0\x9f\x9a\x9c https://t.co/sBUWvLbHRE""",0.3,2.1
b'\xe3\x80\x90Virtual currency free\xe3\x80\x91\n\nhttps://t.co/COByo5kodU\n\n#bitcoin\n#BTC\n#ETH\n#follow\n#followforfollow\n#f4f\n#Mutual',0.2,0.7
"b'We are doing a $50 weekly giveaway to 1 follower each week that retweets this and replies ""#CryptoNews"". \nGood luck! #Bitcoin #Ethereum \xf0\x9f\x9a\x80\nhttps://t.co/vrg0ixC69d'",0.3,1.5
b'JOIN #Coinbase NOW !\n \n#Earn $10 worth of #Bitcoin for the first $100 you spend on any #cryptocurrency !!\n\nhttps://t.co/2T0I7Q3w8a\n\n#money #crypto #BTC #Ethereum #XRP #Litecoin #EOS #XLM #BAT #ZEC #BCH #ETC #LINK #DASH #ZRX #REP #DAI #OXT  #CryptocurrencyExchange #Cryptogiveaway',0.3,1.5
"b""\xf0\x9f\x9a\xa8 URGENT CRYPTO NEWS \xf0\x9f\x9a\xa8\n\n\xf0\x9f\x93\xb0 These 2 things are holding Crypto back and why we could pump soon\n\n\xe2\x96\xb6\xef\xb8\x8f Watch it here: https://t.co/5PNsNohDSt\n\nSign up for Binance US if you haven't already: https://t.co/nJSCvUaqhc\n\n#Bitcoin #Ethereum #InaugurationDay $BTC $ETH https://t.co/lSjRpgeaZ3""",0.1,0.8
b'SIGN UP FOR #COINTIPLY !!\n\n- Claim hourly #bitcoin !\n- Play #games to #earn more !\n- Try the multiplier to win BIG !\n\nhttps://t.co/jqqqKySOXU\n\n#crypto #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #ETC  #blockchain #BTC  #cryptocurrencynews #altcoin #cryptonews #trading',0.4,2.8
"b'$R3fi is probably the only telegram group where dips are cheered as everyone gets 5%, and then they are swiftly bought back up\xf0\x9f\x99\x8c\n\n#defi #ALTSEASON #ETH #HODL'",0.2,0.4
b'@dypfinance Just announce their New $DYP Staking Pools and also their $ETH Mining Pool as well. \xf0\x9f\xa5\xb0\xf0\x9f\x98\xb1\n\n@ethereum #DeFi #ETH #DYP https://t.co/7H3Byimnun',0.2,0.7
b'INSTALL #MOBILIO !!\n\n#Earn #rewards by not using your phone while driving !\n\nClaim 50 free points !\nUse code: 3i33tg\n\nhttps://t.co/hYxySX4G1R\n\n#WIN #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #money #cryptonews #bitcoin #btc #cryptocurrencynews #altcoin',0.3,2.3
b'BUY THE BEST #CRYPTO #WALLET HERE !!\n\n- 100% secure !\n- Free shipping worldwide !\n- Great deals !\n- The best price/quality products !\n\n\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90 RATINGS !!\n\nhttps://t.co/wv1oKd7YDx\n\n#Bitcoin #cryptocurrency #Ethereum #trading #blockchain #altcoin #CryptoTwitter #cryptoexchange',0.6,5.3
b'SIGN UP FOR #InitiativeQ !\n\n#CLAIM YOUR 10K+ TOKENS NOW !\n\nHere is my invite-only link: https://t.co/Y2r1jsRJjI\n\n#WIN #ico #cryptocurrency #cryptogiveaway #GiveAWAY #Ethereum #blockchain #money #cryptonews #bitcoin #btc #cryptocurrencynews #Binance #altcoin #trading #news',0.0,1.2
b'Which one will have the best short-term ride (next month) between these 3 ?\n\n#Cardano #Chainlink #Tezos #ADA #LINK #XTZ $ADA $XTZ #LINK #crypto #BTC $btc #altcoins #eth #cryptocurrency #trading',0.0,0.1
